offer_id,token,position,pos_tag,label
1025,noches,75,nc0p000,
1025,",",20,fc,
1025,2,73,dn0000,
1025,personas,85,nc0p000,
1025,por,94,sp000,
1025,$,34,zm,
1025,"11,314",99,dn0000,
1025,con,106,sp000,
1025,desayunos,110,nc0p000,
1026,¡,0,faa,
1026,CDMX,1,np00000,
1026,a,6,sp000,
1026,Milan,8,np00000,
1026,!,13,fat,
1026,–,15,fg,
1026,$,17,zm,
1026,"12,890",18,z0,
1027,¡,0,faa,
1027,CDMX,1,np00000,
1027,a,6,sp000,
1027,Chile,8,np00000,
1027,+,14,cc,
1027,Argentina,16,np00000,
1027,$,26,zm,
1027,"12,610",27,dn0000,
1027,!,33,fat,
1028,CDMX,0,np00000,
1028,a,5,sp000,
1028,Chetumal,7,np00000,
1028,–,16,fg,
1028,$,18,zm,
1028,"1,203",19,dn0000,
1028,¡,25,faa,
1028,Opción,26,np00000,
1028,de,33,sp000,
1028,Hotel,36,np00000,
1028,4,42,dn0000,
1028,estrellas,44,nc0p000,
1028,2,21,dn0000,
1028,personas,56,nc0p000,
1028,",",20,fc,
1028,3,23,z0,
1028,noches,68,nc0p000,
1028,$,18,zm,
1028,"2,220",76,dn0000,
1028,!,81,fat,
1029,¡,0,faa,
1029,CUN,1,np00000,
1029,a,5,sp000,
1029,La,7,da0000,
1029,Habana,10,np00000,
1029,–,17,fg,
1029,$,19,zm,
1029,"3,123",20,dn0000,
1029,!,25,fat,
1029,Opción,27,np00000,
1029,de,34,sp000,
1029,hotel,37,nc0s000,
1029,3,20,dn0000,
1029,estrellas,45,nc0p000,
1029,",",21,fc,
1029,3,20,rg,
1029,noches,58,nc0p000,
1029,",",21,fc,
1029,2,23,dn0000,
1029,personas,68,nc0p000,
1029,con,77,sp000,
1029,desayuno,81,nc0s000,
1029,por,90,sp000,
1029,$,19,zm,
1029,"3,150",95,dn0000,
1030,¡,0,faa,
1030,CDMX,1,np00000,
1030,y,6,cc,
1030,GDL,8,np00000,
1030,a,12,sp000,
1030,Bangkok,14,np00000,
1030,",",21,fc,
1030,Tailandia,23,np00000,
1030,–,33,fg,
1030,$,35,zm,
1030,"12,584",36,dn0000,
1030,!,42,fat,
1030,Opción,44,np00000,
1030,de,51,sp000,
1030,11,54,z0,
1030,noches,57,nc0p000,
1030,de,51,sp000,
1030,hotel,67,nc0s000,
1030,",",21,fc,
1030,5,39,dn0000,
1030,estrellas,76,nc0p000,
1030,",",21,fc,
1030,2,37,dn0000,
1030,personas,89,nc0p000,
1030,por,98,sp000,
1030,$,35,zm,
1030,"9,793",103,dn0000,
1030,pesos,109,zm,
1031,¡,0,faa,
1031,CDMX,1,np00000,
1031,a,6,sp000,
1031,Medellín,8,np00000,
1031,–,17,fg,
1031,$,19,zm,
1031,"4,908",20,dn0000,
1031,!,25,fat,
1031,Opción,27,np00000,
1031,de,10,sp000,
1031,hotel,37,nc0s000,
1031,4,20,dn0000,
1031,estrellas,45,nc0p000,
1031,",",21,fc,
1031,2,56,dn0000,
1031,personas,58,nc0p000,
1031,",",21,fc,
1031,2,56,rg,
1031,noches,70,nc0p000,
1031,con,77,sp000,
1031,desayuno,81,nc0s000,
1031,por,90,sp000,
1031,$,19,zm,
1031,"1,209",95,dn0000,
1031,!,25,fat,
1032,GDL,0,np00000,
1032,a,4,sp000,
1032,La,6,da0000,
1032,Paz,9,np00000,
1032,",",12,fc,
1032,BCS,14,np00000,
1032,–,18,fg,
1032,$,20,zm,
1032,845,21,dn0000,
1032,¡,25,faa,
1032,Opción,26,np00000,
1032,Hotel,33,np00000,
1032,",",12,fc,
1032,2,40,z0,
1032,personas,42,nc0p000,
1032,",",12,fc,
1032,3,52,rg,
1032,noches,54,nc0p000,
1032,por,61,sp000,
1032,$,20,zm,
1032,"2,670",66,dn0000,
1032,!,71,fat,
1033,CDMX,0,np00000,
1033,a,5,sp000,
1033,Los,7,da0000,
1033,Angeles,11,np00000,
1033,–,19,fg,
1033,$,21,zm,
1033,"2,959",22,dn0000,
1033,¡,28,faa,
1033,Directos,29,aq0000,
1033,!,37,fat,
1034,CDMX,0,np00000,
1034,a,5,sp000,
1034,Guatemala,7,np00000,
1034,$,17,zm,
1034,"4,216",18,z0,
1034,¡,24,faa,
1034,Directos,25,aq0000,
1034,!,33,fat,
1035,¡,0,faa,
1035,GDL,1,np00000,
1035,",",4,fc,
1035,CDMX,6,np00000,
1035,y,11,cc,
1035,QRO,13,np00000,
1035,a,17,sp000,
1035,Cancún,19,np00000,
1035,–,26,fg,
1035,$,28,zm,
1035,"1,446",29,dn0000,
1035,!,34,fat,
1035,Opción,36,np00000,
1035,de,43,sp000,
1035,hotel,46,nc0s000,
1035,4,31,dn0000,
1035,estrellas,54,nc0p000,
1035,",",4,fc,
1035,3,65,rg,
1035,noches,67,nc0p000,
1035,para,74,sp000,
1035,2,79,z0,
1035,personas,81,nc0p000,
1035,por,90,sp000,
1035,$,28,zm,
1035,"2,406",95,dn0000,
1035,pesos,101,zm,
1036,¡,0,faa,
1036,CDMX,1,np00000,
1036,a,6,sp000,
1036,Mazatlán,8,np00000,
1036,–,17,fg,
1036,$,19,zm,
1036,"1,337",20,dn0000,
1036,!,25,fat,
1036,Opción,27,np00000,
1036,de,34,sp000,
1036,hotel,37,nc0s000,
1036,4,43,dn0000,
1036,estrellas,45,nc0p000,
1036,",",21,fc,
1036,3,22,rg,
1036,noches,58,nc0p000,
1036,",",21,fc,
1036,2,66,dn0000,
1036,personas,68,nc0p000,
1036,con,77,sp000,
1036,desayuno,81,nc0s000,
1036,por,90,sp000,
1036,$,19,zm,
1036,"2,853",95,dn0000,
1037,CUN,0,np00000,
1037,a,4,sp000,
1037,Bogotá,6,np00000,
1037,+,13,rg,
1037,Cartagena,15,np00000,
1037,$,25,zm,
1037,"4,144",26,dn0000,
1037,¡,32,faa,
1037,Opción,33,np00000,
1037,Hotel,40,np00000,
1037,9,46,z0,
1037,noches,48,nc0p000,
1037,",",27,fc,
1037,2,56,z0,
1037,personas,58,nc0p000,
1037,$,25,zm,
1037,"4,816",68,z0,
1037,!,73,fat,
1038,¡,0,faa,
1038,GDL,1,np00000,
1038,a,5,sp000,
1038,Los,7,da0000,
1038,Cabos,11,np00000,
1038,–,17,fg,
1038,$,19,zm,
1038,"1,326",20,dn0000,
1038,!,25,fat,
1039,¡,0,faa,
1039,CUN,1,np00000,
1039,a,5,sp000,
1039,Bogotá,7,np00000,
1039,–,14,fg,
1039,$,16,zm,
1039,"2,858",17,dn0000,
1039,!,22,fat,
1040,¡,0,faa,
1040,CDMX,1,np00000,
1040,a,6,sp000,
1040,Monterrey,8,np00000,
1040,y,16,cc,
1040,viceversa,20,nc0s000,
1040,–,30,fg,
1040,$,32,zm,
1040,"1,405",33,dn0000,
1040,!,38,fat,
1041,¡,0,faa,
1041,CDMX,1,np00000,
1041,a,6,sp000,
1041,La,8,da0000,
1041,Habana,11,np00000,
1041,–,18,fg,
1041,$,20,zm,
1041,"3,664",21,dn0000,
1041,!,26,fat,
1042,¡,0,faa,
1042,CDMX,1,np00000,
1042,a,6,sp000,
1042,Guadalajara,8,np00000,
1042,y,20,cc,
1042,Guadalajara,8,np00000,
1042,a,6,sp000,
1042,CDMX,1,np00000,
1042,–,41,fg,
1042,$,43,zm,
1042,"1,386",44,dn0000,
1042,!,49,fat,
1043,Bogota,0,np00000,
1043,+,7,rg,
1043,Cartagena,9,np00000,
1043,$,19,zm,
1043,"4,638",20,dn0000,
1043,¡,26,faa,
1043,Directos,27,aq0000,
1043,desde,36,sp000,
1043,CDMX,42,np00000,
1043,!,46,fat,
1044,¡,0,faa,
1044,Puebla,1,np00000,
1044,a,6,sp000,
1044,Guadalajara,10,np00000,
1044,–,22,fg,
1044,$,24,zm,
1044,926,25,dn0000,
1044,!,28,fat,
1045,¡,0,faa,
1045,Monterrey,1,np00000,
1045,a,11,sp000,
1045,Tijuana,13,np00000,
1045,–,21,fg,
1045,$,23,zm,
1045,"1,216",24,dn0000,
1045,!,29,fat,
1046,¡,0,faa,
1046,MTY,1,vmm0000,
1046,y,5,cc,
1046,CDMX,7,np00000,
1046,a,12,sp000,
1046,Puerto,14,np00000,
1046,Vallarta,21,np00000,
1046,–,30,fg,
1046,$,32,zm,
1046,"1,116",33,dn0000,
1046,!,38,fat,
1047,¡,0,faa,
1047,CDMX,1,np00000,
1047,y,6,cc,
1047,CUN,8,np00000,
1047,a,12,sp000,
1047,Manchester,14,np00000,
1047,",",24,fc,
1047,Inglaterra,26,np00000,
1047,–,37,fg,
1047,$,39,zm,
1047,"12,455",40,dn0000,
1047,!,46,fat,
1048,¡,0,faa,
1048,CDMX,1,np00000,
1048,a,6,sp000,
1048,Puerto,8,np00000,
1048,Escondido,15,aq0000,
1048,–,25,fg,
1048,$,27,nc0p000,
1048,"1,705",28,dn0000,
1048,!,33,fat,
1049,¡,0,faa,
1049,CDMX,1,np00000,
1049,a,6,sp000,
1049,Cancún,8,np00000,
1049,–,15,fg,
1049,$,17,zm,
1049,"1,228",18,dn0000,
1049,!,23,fat,
1049,Opción,25,np00000,
1049,de,32,sp000,
1049,Hotel,35,np00000,
1049,3,41,z0,
1049,noches,43,nc0p000,
1049,",",19,fc,
1049,2,20,dn0000,
1049,personas,53,nc0p000,
1049,por,62,sp000,
1049,$,17,zm,
1049,"2,694",67,dn0000,
1050,CDMX,0,np00000,
1050,a,5,sp000,
1050,Peru,7,np00000,
1050,–,12,fg,
1050,$,14,zm,
1050,"5,564",15,dn0000,
1050,¡,21,faa,
1050,Directos,22,aq0000,
1050,!,30,fat,
1051,CDMX,0,np00000,
1051,a,5,sp000,
1051,Las,7,da0000,
1051,Vegas,11,np00000,
1051,¡,17,faa,
1051,Directos,18,aq0000,
1051,!,26,fat,
1052,CDMX,0,np00000,
1052,a,5,sp000,
1052,Colombia,7,np00000,
1052,¡,16,faa,
1052,Directos,17,aq0000,
1052,y,26,cc,
1052,Semana,28,np00000,
1052,Santa,35,np00000,
1052,!,40,fat,
1052,¡,16,faa,
1052,Opción,43,np00000,
1052,Hotel,50,np00000,
1052,con,56,sp000,
1052,3,60,z0,
1052,noches,62,nc0p000,
1052,",",68,fc,
1052,2,70,rg,
1052,pesonas,72,aq0000,
1052,y,26,cc,
1052,desayuno,82,nc0s000,
1052,$,91,nc0p000,
1052,"2,736",92,aq0000,
1052,!,40,fat,
1053,¡,0,faa,
1053,Semana,1,np00000,
1053,Santa,8,np00000,
1053,!,13,fat,
1053,CDMX,15,np00000,
1053,y,20,cc,
1053,GDL,22,np00000,
1053,a,4,sp000,
1053,Cancún,28,np00000,
1053,–,35,fg,
1053,$,37,zm,
1053,"2,555",38,dn0000,
1054,¡,0,faa,
1054,Semana,1,np00000,
1054,Santa,8,np00000,
1054,!,13,fat,
1054,CDMX,15,np00000,
1054,a,4,sp000,
1054,Ixtapa,22,np00000,
1054,Zihuatanejo,29,np00000,
1054,–,41,fg,
1054,$,43,zm,
1054,"2,185",44,dn0000,
1055,¡,0,faa,
1055,Varias,1,di0000,
1055,ciudades,8,nc0p000,
1055,a,2,sp000,
1055,Vancouver,19,np00000,
1055,",",28,fc,
1055,Canadá,30,np00000,
1055,–,37,fg,
1055,$,39,zm,
1055,"4,603",40,dn0000,
1055,!,45,fat,
1056,¡,0,faa,
1056,Semana,1,np00000,
1056,santa,8,aq0000,
1056,!,13,fat,
1056,CDMX,15,np00000,
1056,a,4,sp000,
1056,Acapulco,22,np00000,
1056,–,31,fg,
1056,$,33,zm,
1056,"1,897",34,dn0000,
1057,¡,0,faa,
1057,Sem,1,i,
1057,.,4,fp,
1057,Santa,6,np00000,
1057,!,11,fat,
1057,CDMX,13,np00000,
1057,a,7,sp000,
1057,Colombia,20,np00000,
1057,–,29,fg,
1057,$,31,zm,
1057,"5,415",32,dn0000,
1058,¡,0,faa,
1058,CDMX,1,np00000,
1058,y,6,cc,
1058,MTY,8,np00000,
1058,a,12,sp000,
1058,Guadalajara,14,np00000,
1058,o,26,cc,
1058,viceversa,28,nc0s000,
1058,–,38,fg,
1058,$,40,zm,
1058,"1,561",41,dn0000,
1058,!,46,fat,
1059,¡,0,faa,
1059,CDMX,1,np00000,
1059,a,6,sp000,
1059,Dublín,8,np00000,
1059,",",14,fc,
1059,Irlanda,16,np00000,
1059,–,24,fg,
1059,$,26,zm,
1059,"15,407",27,dn0000,
1059,!,33,fat,
1060,¡,0,faa,
1060,CDMX,1,np00000,
1060,a,6,sp000,
1060,Calgary,8,np00000,
1060,",",15,fc,
1060,Canadá,17,np00000,
1060,–,24,fg,
1060,$,26,zm,
1060,"5,540",27,dn0000,
1060,!,32,fat,
1061,CDMX,0,np00000,
1061,a,5,sp000,
1061,NYC,7,np00000,
1061,¡,11,faa,
1061,Directos,12,aq0000,
1061,en,21,sp000,
1061,Sem,24,np00000,
1061,.,27,fp,
1061,Santa,29,np00000,
1061,!,34,fat,
1062,¡,0,faa,
1062,Varias,1,di0000,
1062,ciudades,8,nc0p000,
1062,de,13,sp000,
1062,México,20,np00000,
1062,a,2,sp000,
1062,Madrid,29,np00000,
1062,/,35,fh,
1062,Barcelona,36,np00000,
1062,/,35,fh,
1062,Valencia,46,np00000,
1062,/,35,fh,
1062,Bilbao,55,np00000,
1062,–,62,fg,
1062,$,64,zm,
1062,"14,460",65,dn0000,
1062,!,71,fat,
1063,¡,0,faa,
1063,Todo,1,di0000,
1063,México,6,np00000,
1063,a,13,sp000,
1063,Tokio,15,np00000,
1063,",",20,fc,
1063,Japón,22,np00000,
1063,–,28,fg,
1063,$,30,zm,
1063,"16,072",31,dn0000,
1063,!,37,fat,
1064,¡,0,faa,
1064,Todo,1,di0000,
1064,México,6,np00000,
1064,a,13,sp000,
1064,Shanghai,15,np00000,
1064,",",23,fc,
1064,China,25,np00000,
1064,–,31,fg,
1064,$,33,zm,
1064,"14,668",34,dn0000,
1064,!,40,fat,
1065,¡,0,faa,
1065,LA,1,pp000000,
1065,a,4,sp000,
1065,París,6,np00000,
1065,–,12,fg,
1065,$,14,zm,
1065,"7,745",15,dn0000,
1065,!,20,fat,
1066,¡,0,faa,
1066,CDMX,1,np00000,
1066,a,6,sp000,
1066,India,8,np00000,
1066,+,14,cc,
1066,Dubái,16,nc0s000,
1066,!,21,fat,
1066,$,23,zm,
1066,"13,924",24,z0,
1067,¡,0,faa,
1067,CDMX,1,np00000,
1067,a,6,sp000,
1067,Cusco,8,np00000,
1067,",",13,fc,
1067,Perú,15,np00000,
1067,–,20,fg,
1067,$,22,zm,
1067,"7,883",23,dn0000,
1067,!,28,fat,
1068,¡,0,faa,
1068,NYC,1,np00000,
1068,a,5,sp000,
1068,El,7,da0000,
1068,Cairo,10,np00000,
1068,",",15,fc,
1068,Egipto,17,np00000,
1068,–,24,fg,
1068,$,26,zm,
1068,"8,583",27,dn0000,
1068,!,32,fat,
1069,¡,0,faa,
1069,LA,1,pp000000,
1069,a,4,sp000,
1069,Barcelona,6,np00000,
1069,–,16,fg,
1069,$,18,zm,
1069,"7,314",19,dn0000,
1069,!,24,fat,
1070,¡,0,faa,
1070,India,1,np00000,
1070,+,7,cc,
1070,Tailandia,9,np00000,
1070,$,19,zm,
1070,"13,014",20,z0,
1070,!,26,fat,
1071,¡,0,faa,
1071,GDL,1,np00000,
1071,",",4,fc,
1071,CDMX,6,np00000,
1071,y,11,cc,
1071,MTY,13,np00000,
1071,a,17,sp000,
1071,Chicago,19,np00000,
1071,–,27,fg,
1071,$,29,zm,
1071,"4,132",30,dn0000,
1071,!,35,fat,
1072,¡,0,faa,
1072,CDMX,1,np00000,
1072,a,6,sp000,
1072,Yellowknife,8,np00000,
1072,",",19,fc,
1072,Ártico,21,np00000,
1072,Canadiense,28,np00000,
1072,–,39,fg,
1072,$,41,zm,
1072,"5,903",42,dn0000,
1072,!,47,fat,
1073,CDMX,0,np00000,
1073,a,5,sp000,
1073,India,7,np00000,
1073,–,13,fg,
1073,$,15,zm,
1073,"8,391",16,dn0000,
1074,CDMX,0,np00000,
1074,a,5,sp000,
1074,Delhi,7,np00000,
1074,+,13,cc,
1074,Ahmedabad,15,np00000,
1074,–,25,fg,
1074,$,27,zm,
1074,"9,337",28,dn0000,
1075,¡,0,faa,
1075,Vuelo,1,vmm0000,
1075,directo,7,aq0000,
1075,!,14,fat,
1075,CDMX,16,np00000,
1075,a,21,sp000,
1075,Vancouver,23,np00000,
1075,",",32,fc,
1075,Canadá,34,np00000,
1075,–,41,fg,
1075,$,43,zm,
1075,"5,016",44,z0,
1076,¡,0,faa,
1076,Desde,1,sp000,
1076,todo,7,di0000,
1076,México,12,np00000,
1076,a,19,sp000,
1076,Madrid,21,np00000,
1076,–,28,fg,
1076,$,30,zm,
1076,"16,083",31,dn0000,
1076,!,37,fat,
1077,¡,0,faa,
1077,CDMX,1,np00000,
1077,y,6,cc,
1077,GDL,8,np00000,
1077,a,12,sp000,
1077,Bangkok,14,np00000,
1077,",",21,fc,
1077,Tailandia,23,np00000,
1077,–,33,fg,
1077,$,35,zm,
1077,"13,069",36,z0,
1077,!,42,fat,
1078,¡,0,faa,
1078,CDMX,1,np00000,
1078,a,6,sp000,
1078,Milán,8,np00000,
1078,",",13,fc,
1078,Italia,15,np00000,
1078,–,22,fg,
1078,$,24,zm,
1078,"12,683",25,z0,
1078,!,31,fat,
1079,CDMX,0,np00000,
1079,a,5,sp000,
1079,La,7,da0000,
1079,Habana,10,np00000,
1079,–,17,fg,
1079,$,19,zm,
1079,"4,763",20,z0,
1080,Bogotá,0,np00000,
1080,+,7,rg,
1080,Cartagena,9,np00000,
1080,$,19,zm,
1080,"4,626",20,dn0000,
1081,¡,0,faa,
1081,Todo,1,di0000,
1081,México,6,np00000,
1081,a,13,sp000,
1081,Seúl,15,np00000,
1081,",",19,fc,
1081,Corea,21,np00000,
1081,–,27,fg,
1081,$,29,zm,
1081,"15,758",30,dn0000,
1081,!,36,fat,
1082,¡,0,faa,
1082,CDMX,1,np00000,
1082,a,6,sp000,
1082,Orlando,8,np00000,
1082,",",15,fc,
1082,Florida,17,np00000,
1082,–,25,fg,
1082,$,27,zm,
1082,"3,375",28,dn0000,
1082,!,33,fat,
1083,¡,0,faa,
1083,CDMX,1,np00000,
1083,a,6,sp000,
1083,NYC,8,np00000,
1083,–,12,fg,
1083,$,14,zm,
1083,"4,736",15,dn0000,
1083,!,20,fat,
1084,¡,0,faa,
1084,CDMX,1,np00000,
1084,a,6,sp000,
1084,Melbourne,8,np00000,
1084,",",17,fc,
1084,Australia,19,np00000,
1084,–,29,fg,
1084,$,31,zm,
1084,"18,377",32,dn0000,
1085,¡,0,faa,
1085,CDMX,1,np00000,
1085,a,6,sp000,
1085,Las,8,da0000,
1085,Vegas,12,np00000,
1085,–,18,fg,
1085,$,20,zm,
1085,"3,653",21,dn0000,
1085,!,26,fat,
1086,¡,0,faa,
1086,CDMX,1,np00000,
1086,a,6,sp000,
1086,Cancún,8,np00000,
1086,–,15,fg,
1086,$,17,zm,
1086,"1,786",18,dn0000,
1086,!,23,fat,
1087,Tijuana,0,np00000,
1087,a,4,sp000,
1087,Beijing,10,np00000,
1087,–,18,fg,
1087,$,20,zm,
1087,"11,066",21,dn0000,
1087,¡,28,faa,
1087,Directos,29,aq0000,
1087,!,37,fat,
1088,CDMX,0,np00000,
1088,a,5,sp000,
1088,Bogotá,7,np00000,
1088,–,14,fg,
1088,$,16,zm,
1088,"3,531",17,dn0000,
1088,¡,23,faa,
1088,Directos,24,aq0000,
1088,!,32,fat,
1089,¡,0,faa,
1089,Todo,1,di0000,
1089,México,6,np00000,
1089,a,13,sp000,
1089,Tokio,15,np00000,
1089,",",20,fc,
1089,Japón,22,np00000,
1089,–,28,fg,
1089,$,30,zm,
1089,"15,673",31,dn0000,
1089,!,37,fat,
1090,¡,0,faa,
1090,CDMX,1,np00000,
1090,a,6,sp000,
1090,Calgary,8,np00000,
1090,",",15,fc,
1090,Canadá,17,np00000,
1090,–,24,fg,
1090,$,26,zm,
1090,"5,488",27,dn0000,
1090,!,32,fat,
1091,CUN,0,np00000,
1091,y,4,cc,
1091,CDMX,6,np00000,
1091,a,11,sp000,
1091,Dubái,13,np00000,
1091,–,19,fg,
1091,$,21,zm,
1091,"12,690",22,z0,
1092,CDMX,0,np00000,
1092,a,5,sp000,
1092,India,7,np00000,
1092,–,13,fg,
1092,$,15,zm,
1092,"8,688",16,dn0000,
1093,¡,0,faa,
1093,Todo,1,di0000,
1093,México,6,np00000,
1093,a,13,sp000,
1093,Santo,15,np00000,
1093,Domingo,21,np00000,
1093,!,28,fat,
1093,–,30,fg,
1093,$,32,zm,
1093,"6,916",33,z0,
1094,¡,0,faa,
1094,Todo,1,di0000,
1094,México,6,np00000,
1094,a,13,sp000,
1094,Madrid,15,np00000,
1094,–,22,fg,
1094,$,24,zm,
1094,"15,628",25,dn0000,
1094,!,31,fat,
1095,¡,0,faa,
1095,Todo,1,di0000,
1095,México,6,np00000,
1095,a,13,sp000,
1095,Chile,15,np00000,
1095,–,21,fg,
1095,$,23,zm,
1095,"10,048",24,dn0000,
1095,!,30,fat,
1096,¡,0,faa,
1096,Todo,1,di0000,
1096,México,6,np00000,
1096,a,13,sp000,
1096,Amsterdam,15,np00000,
1096,–,25,fg,
1096,$,27,zm,
1096,"16,523",28,dn0000,
1096,!,34,fat,
1097,¡,0,faa,
1097,CDMX,1,np00000,
1097,a,6,sp000,
1097,Medellín,8,np00000,
1097,!,16,fat,
1097,–,18,fg,
1097,$,20,zm,
1097,"4,885",21,dn0000,
1098,CDMX,0,np00000,
1098,a,5,sp000,
1098,Argentina,7,np00000,
1098,–,17,fg,
1098,$,19,zm,
1098,"10,804",20,dn0000,
1099,¡,0,faa,
1099,GDL,1,np00000,
1099,",",4,fc,
1099,CDMX,6,np00000,
1099,y,11,cc,
1099,MTY,13,np00000,
1099,a,17,sp000,
1099,San,19,np00000,
1099,José,23,np00000,
1099,",",4,fc,
1099,Costa,29,np00000,
1099,Rica,35,np00000,
1099,–,40,fg,
1099,$,42,zm,
1099,"4,047",43,dn0000,
1099,!,48,fat,
1100,¡,0,faa,
1100,Desde,1,sp000,
1100,todo,7,di0000,
1100,México,12,np00000,
1100,a,19,sp000,
1100,Bogotá,21,np00000,
1100,–,28,fg,
1100,$,30,zm,
1100,"4,328",31,dn0000,
1100,!,36,fat,
1101,¡,0,faa,
1101,CUN,1,np00000,
1101,a,5,sp000,
1101,La,7,da0000,
1101,Habana,10,np00000,
1101,",",16,fc,
1101,Cuba,18,np00000,
1101,–,23,fg,
1101,$,25,zm,
1101,"2,970",26,dn0000,
1101,!,31,fat,
1102,¡,0,faa,
1102,CDMX,1,np00000,
1102,y,6,cc,
1102,GDL,8,np00000,
1102,a,12,sp000,
1102,Los,14,da0000,
1102,Ángeles,18,nc0p000,
1102,",",25,fc,
1102,CA,27,np00000,
1102,–,30,fg,
1102,$,32,zm,
1102,"2,990",33,dn0000,
1102,!,38,fat,
1103,¡,0,faa,
1103,Vuelo,1,vmm0000,
1103,directo,7,aq0000,
1103,!,14,fat,
1103,CDMX,16,np00000,
1103,a,21,sp000,
1103,Vancouver,23,np00000,
1103,–,33,fg,
1103,$,35,zm,
1103,"5,056",36,dn0000,
1104,¡,0,faa,
1104,Desde,1,sp000,
1104,todo,7,di0000,
1104,México,12,np00000,
1104,a,19,sp000,
1104,Seúl,21,np00000,
1104,",",25,fc,
1104,Corea,27,np00000,
1104,–,33,fg,
1104,$,35,zm,
1104,"15,670",36,dn0000,
1104,!,42,fat,
1105,¡,0,faa,
1105,CDMX,1,np00000,
1105,a,6,sp000,
1105,Huatulco,8,np00000,
1105,–,17,fg,
1105,$,19,zm,
1105,"1,703",20,dn0000,
1105,!,25,fat,
1106,GDL,0,np00000,
1106,a,4,sp000,
1106,Tuxtla,6,np00000,
1106,Gutiérrez,13,np00000,
1106,",",22,fc,
1106,Chiapas,24,np00000,
1106,–,32,fg,
1106,$,34,zm,
1106,"1,477",35,dn0000,
1107,GDL,0,np00000,
1107,a,4,sp000,
1107,Omán,6,np00000,
1107,–,11,fg,
1107,$,13,zm,
1107,"10,409",14,z0,
1108,CDMX,0,np00000,
1108,a,5,sp000,
1108,Alaska,7,np00000,
1108,–,14,fg,
1108,$,16,zm,
1108,"9,449",17,z0,
1109,¡,0,faa,
1109,Desde,1,sp000,
1109,todo,7,di0000,
1109,México,12,np00000,
1109,a,19,sp000,
1109,Toronto,21,np00000,
1109,sin,29,sp000,
1109,pasar,33,vmn0000,
1109,EEUU,39,np00000,
1109,!,43,fat,
1109,–,45,fg,
1109,$,47,zm,
1109,"5,973",48,dn0000,
1110,¡,0,faa,
1110,CDMX,1,np00000,
1110,y,6,cc,
1110,GDL,8,np00000,
1110,a,12,sp000,
1110,Los,14,da0000,
1110,Angeles,18,np00000,
1110,",",25,fc,
1110,CA,27,np00000,
1110,–,30,fg,
1110,$,32,zm,
1110,"3,016",33,z0,
1110,!,38,fat,
1111,¡,0,faa,
1111,CDMX,1,np00000,
1111,a,6,sp000,
1111,San,8,np00000,
1111,Pedro,12,np00000,
1111,Sula,18,np00000,
1111,",",22,fc,
1111,Honduras,24,np00000,
1111,–,33,fg,
1111,$,35,zm,
1111,"5,108",36,dn0000,
1111,!,41,fat,
1112,¡,0,faa,
1112,CDMX,1,np00000,
1112,a,6,sp000,
1112,Panamá,8,np00000,
1112,!,14,fat,
1112,–,16,fg,
1112,$,18,zm,
1112,"6,057",19,dn0000,
1113,¡,0,faa,
1113,CDMX,1,np00000,
1113,a,6,sp000,
1113,India,8,np00000,
1113,+,14,rg,
1113,Tailandia,16,np00000,
1113,=,26,fz,
1113,$,28,zm,
1113,"12,061",29,dn0000,
1113,!,35,fat,
1114,CUN,0,np00000,
1114,a,4,sp000,
1114,Escocia,6,np00000,
1114,–,14,fg,
1114,$,16,zm,
1114,"10,480",17,dn0000,
1114,¡,24,faa,
1114,Directos,25,aq0000,
1114,!,33,fat,
1115,CDMX,0,np00000,
1115,a,5,sp000,
1115,Quito,7,np00000,
1115,",",12,fc,
1115,Ecuador,14,np00000,
1115,–,22,fg,
1115,$,24,zm,
1115,"7,005",25,dn0000,
1116,CDMX,0,np00000,
1116,a,5,sp000,
1116,Monterrey,7,np00000,
1116,o,8,cc,
1116,Monterrey,7,np00000,
1116,a,5,sp000,
1116,CDMX,31,np00000,
1116,–,36,fg,
1116,$,38,zm,
1116,"1,004",39,dn0000,
1117,¡,0,faa,
1117,Vuelo,1,vmm0000,
1117,directo,7,aq0000,
1117,!,14,fat,
1117,CDMX,16,np00000,
1117,a,21,sp000,
1117,Montreal,23,np00000,
1117,",",31,fc,
1117,Canadá,33,np00000,
1117,–,40,fg,
1117,$,42,zm,
1117,"6,006",43,dn0000,
1118,¡,0,faa,
1118,LA,1,pp000000,
1118,a,4,sp000,
1118,Seúl,6,np00000,
1118,",",10,fc,
1118,Corea,12,np00000,
1118,!,17,fat,
1118,–,19,fg,
1118,$,21,zm,
1118,"8,773",22,dn0000,
1119,¡,0,faa,
1119,GDL,1,np00000,
1119,a,5,sp000,
1119,Mérida,7,np00000,
1119,",",13,fc,
1119,Yucatán,15,np00000,
1119,!,22,fat,
1119,–,24,fg,
1119,$,26,zm,
1119,"1,542",27,dn0000,
1120,Toronto,0,np00000,
1120,a,8,sp000,
1120,Islandia,10,np00000,
1120,–,19,fg,
1120,$,21,zm,
1120,"4,251",22,dn0000,
1120,¡,28,faa,
1120,Directos,29,aq0000,
1120,!,37,fat,
1121,LAX,0,np00000,
1121,a,4,sp000,
1121,Bangkok,6,np00000,
1121,",",13,fc,
1121,Tailandia,15,np00000,
1121,–,25,fg,
1121,$,27,zm,
1121,"8,297",28,dn0000,
1122,CUN,0,np00000,
1122,a,4,sp000,
1122,La,6,da0000,
